"Date(UTC)","type","Amount","Asset","Symbol","Transaction ID"
"2023-12-14 09:57:20","REALIZED_PNL","5.10900000","USDT","BTCUSDT","900304378748463"
"2023-12-14 09:57:20","COMMISSION","-0.83645055","USDT","BTCUSDT","900304378748463"
"2023-12-14 09:57:20","REALIZED_PNL","0.65500000","USDT","BTCUSDT","900304378748462"
"2023-12-15 09:52:45","COMMISSION","-0.37696736","USDT","BTCUSDT","900304382412711"
"2023-12-15 11:19:39","COMMISSION","-0.94018540","USDT","BTCUSDT","900314382532939"
"2023-12-15 11:19:39","REALIZED_PNL","4.46600000","USDT","BTCUSDT","900314382532939"
"2023-12-15 11:49:34","TRANSFER","99.04386918","USDT",,"149143166786"
"2023-12-16 01:02:55","COMMISSION","-0.47830410","USDT","BTCUSDT","900314384478215"
"2023-12-16 01:42:00","REALIZED_PNL","9.51900000","USDT","BTCUSDT","900304384549393"
"2023-12-16 01:42:00","COMMISSION","-1.20051975","USDT","BTCUSDT","900304384549393"
"2023-12-17 01:07:20","COMMISSION","-0.03378599","USDT","BTCUSDT","900314386273401"
"2023-12-17 01:07:20","COMMISSION","-0.05067900","USDT","BTCUSDT","900314386273402"
"2023-12-17 01:07:21","COMMISSION","-0.11825100","USDT","BTCUSDT","900314386273408"
"2023-12-17 01:07:22","COMMISSION","-0.28718100","USDT","BTCUSDT","900314386273412"
"2023-12-17 01:44:12","REALIZED_PNL","-8.18380000","USDT","BTCUSDT","900304386321982"
"2023-12-17 01:44:12","COMMISSION","-1.22065059","USDT","BTCUSDT","900304386321982"
"2023-12-17 02:06:25","COMMISSION","-0.48012126","USDT","BTCUSDT","900314386394046"
"2023-12-17 08:00:00","FUNDING_FEE","-0.23879865","USDT","BTCUSDT","7886767941414547580"
"2023-12-17 16:00:00","FUNDING_FEE","-0.23842188","USDT","BTCUSDT","7887975905538338390"
"2023-12-17 23:32:59","REALIZED_PNL","-38.09880000","USDT","BTCUSDT","900304388639042"
"2023-12-17 23:32:59","COMMISSION","-1.18125375","USDT","BTCUSDT","900304388639042"
"2023-12-18 09:20:44","COMMISSION","-1.14813440","USDT","BTCUSDT","900314389961686"
"2023-12-18 09:20:44","COMMISSION","-1.06612480","USDT","BTCUSDT","900314389961687"
"2023-12-18 11:14:48","REALIZED_PNL","25.28280000","USDT","BTCUSDT","900304390520251"
"2023-12-18 11:14:48","COMMISSION","-2.22690060","USDT","BTCUSDT","900304390520251"
"2023-12-18 11:53:01","COMMISSION","-2.31891254","USDT","BTCUSDT","900314390637864"
"2023-12-18 13:33:11","REALIZED_PNL","18.37140000","USDT","BTCUSDT","900304390869844"
"2023-12-18 13:33:11","COMMISSION","-0.95028870","USDT","BTCUSDT","900304390869843"
"2023-12-18 13:33:11","COMMISSION","-1.38411615","USDT","BTCUSDT","900304390869844"
"2023-12-18 13:33:11","REALIZED_PNL","12.61320000","USDT","BTCUSDT","900304390869843"
"2023-12-19 09:39:10","COMMISSION","-2.45159279","USDT","BTCUSDT","900314394049113"
"2023-12-19 10:43:37","REALIZED_PNL","21.79680000","USDT","BTCUSDT","900304394149919"
"2023-12-19 10:43:37","COMMISSION","-2.46249120","USDT","BTCUSDT","900304394149919"
"2023-12-20 09:52:23","COMMISSION","-1.01008000","USDT","BTCUSDT","900304397223262"
"2023-12-20 13:27:41","COMMISSION","-2.56150270","USDT","BTCUSDT","900314397718027"
"2023-12-20 13:27:41","REALIZED_PNL","-72.60540000","USDT","BTCUSDT","900314397718027"
"2023-12-21 09:05:08","COMMISSION","-0.85725304","USDT","BTCUSDT","900314400988133"
"2023-12-21 10:04:29","REALIZED_PNL","16.22880000","USDT","BTCUSDT","900304401088713"
"2023-12-21 10:04:29","COMMISSION","-2.15124700","USDT","BTCUSDT","900304401088713"
"2023-12-22 09:06:52","COMMISSION","-0.88274404","USDT","BTCUSDT","900314404403781"
"2023-12-22 16:00:00","FUNDING_FEE","-0.79489853","USDT","BTCUSDT","7906095272226451730"
"2023-12-22 18:25:59","COMMISSION","-2.21762669","USDT","BTCUSDT","900304405438181"
"2023-12-22 18:25:59","REALIZED_PNL","21.53320000","USDT","BTCUSDT","900304405438181"
"2023-12-22 23:23:42","COMMISSION","-0.92381730","USDT","BTCUSDT","900304405828951"
"2023-12-23 00:00:00","FUNDING_FEE","0.75234255","USDT","BTCUSDT","7907303231904280040"
"2023-12-23 00:34:14","REALIZED_PNL","11.02500000","USDT","BTCUSDT","900314405914939"
"2023-12-23 00:34:14","COMMISSION","-2.30403075","USDT","BTCUSDT","900314405914939"
"2023-12-23 03:48:48","COMMISSION","-0.52320960","USDT","BTCUSDT","900314406198775"
"2023-12-23 03:48:48","COMMISSION","-0.17440320","USDT","BTCUSDT","900314406198774"
"2023-12-23 03:48:48","COMMISSION","-0.17440320","USDT","BTCUSDT","900314406198771"
"2023-12-23 03:48:48","COMMISSION","-0.71941320","USDT","BTCUSDT","900314406198772"
"2023-12-23 03:48:48","COMMISSION","-0.02180040","USDT","BTCUSDT","900314406198770"
"2023-12-23 03:48:48","COMMISSION","-0.71941320","USDT","BTCUSDT","900314406198773"
"2023-12-23 08:00:00","FUNDING_FEE","-0.46630022","USDT","BTCUSDT","7908511191917655370"
"2023-12-23 11:41:03","REALIZED_PNL","-3.30630000","USDT","BTCUSDT","900304406661255"
"2023-12-23 11:41:03","COMMISSION","-2.33098964","USDT","BTCUSDT","900304406661255"
"2023-12-23 13:45:01","COMMISSION","-0.91739760","USDT","BTCUSDT","900304406792516"
"2023-12-23 16:00:00","FUNDING_FEE","0.69256277","USDT","BTCUSDT","7909719152518233290"
"2023-12-24 00:00:00","FUNDING_FEE","0.45911460","USDT","BTCUSDT","7910927114502926280"
"2023-12-24 05:40:55","REALIZED_PNL","11.89800000","USDT","BTCUSDT","900314407741727"
"2023-12-24 05:40:55","REALIZED_PNL","8.92350000","USDT","BTCUSDT","900314407741728"
"2023-12-24 05:40:55","COMMISSION","-0.97846425","USDT","BTCUSDT","900314407741728"
"2023-12-24 05:40:55","COMMISSION","-1.30461900","USDT","BTCUSDT","900314407741727"
"2023-12-24 11:55:09","COMMISSION","-0.96024500","USDT","BTCUSDT","900304408177329"
"2023-12-24 16:00:00","FUNDING_FEE","0.94852494","USDT","BTCUSDT","7913343032474462210"
"2023-12-24 22:14:30","COMMISSION","-1.19283450","USDT","BTCUSDT","900314408858564"
"2023-12-24 22:14:30","REALIZED_PNL","14.94350000","USDT","BTCUSDT","900314408858563"
"2023-12-24 22:14:30","COMMISSION","-1.19283450","USDT","BTCUSDT","900314408858563"
"2023-12-24 22:14:30","REALIZED_PNL","14.94350000","USDT","BTCUSDT","900314408858564"
"2023-12-25 12:48:55","COMMISSION","-1.01322000","USDT","BTCUSDT","900304410235535"
"2023-12-25 16:00:00","FUNDING_FEE","1.93636486","USDT","BTCUSDT","7916966912892073450"
"2023-12-26 00:00:00","FUNDING_FEE","2.21386302","USDT","BTCUSDT","7918174875589799340"
"2023-12-26 05:31:05","REALIZED_PNL","38.10690000","USDT","BTCUSDT","900314411885509"
"2023-12-26 05:31:05","COMMISSION","-2.51399655","USDT","BTCUSDT","900314411885509"
"2023-12-26 11:45:19","COMMISSION","-1.08585000","USDT","BTCUSDT","900314412868363"
"2023-12-26 16:00:00","FUNDING_FEE","-1.59246179","USDT","BTCUSDT","7920590785801877550"
"2023-12-26 17:39:04","REALIZED_PNL","-98.42500000","USDT","BTCUSDT","900304413586281"
"2023-12-26 17:39:04","COMMISSION","-2.66541250","USDT","BTCUSDT","900304413586281"
"2023-12-27 11:45:02","COMMISSION","-1.76957640","USDT","BTCUSDT","900304415410143"
"2023-12-27 13:02:51","COMMISSION","-0.06418364","USDT","BTCUSDT","900314415584801"
"2023-12-27 13:02:51","COMMISSION","-2.43897299","USDT","BTCUSDT","900314415584799"
"2023-12-27 13:02:51","REALIZED_PNL","1.11390000","USDT","BTCUSDT","900314415584801"
"2023-12-27 13:02:51","COMMISSION","-0.49207465","USDT","BTCUSDT","900314415584800"
"2023-12-27 13:02:51","REALIZED_PNL","42.33960000","USDT","BTCUSDT","900314415584799"
"2023-12-27 13:02:51","COMMISSION","-1.39064900","USDT","BTCUSDT","900314415584802"
"2023-12-27 13:02:51","REALIZED_PNL","8.53990000","USDT","BTCUSDT","900314415584800"
"2023-12-27 13:02:51","REALIZED_PNL","24.12800000","USDT","BTCUSDT","900314415584802"
"2023-12-28 08:45:50","COMMISSION","-0.15084719","USDT","BTCUSDT","900314417999755"
"2023-12-28 08:45:50","COMMISSION","-4.43921760","USDT","BTCUSDT","900314417999752"
"2023-12-28 08:45:50","COMMISSION","-0.15084719","USDT","BTCUSDT","900314417999754"
"2023-12-28 08:45:50","COMMISSION","-0.15084719","USDT","BTCUSDT","900314417999756"
"2023-12-28 08:45:50","COMMISSION","-0.06464880","USDT","BTCUSDT","900314417999757"
"2023-12-28 08:45:50","COMMISSION","-0.15084719","USDT","BTCUSDT","900314417999753"
"2023-12-28 12:59:47","REALIZED_PNL","-75.46080000","USDT","BTCUSDT","900304418381162"
"2023-12-28 12:59:47","COMMISSION","-5.06952480","USDT","BTCUSDT","900304418381162"
"2023-12-29 09:36:35","COMMISSION","-2.13350000","USDT","BTCUSDT","900304420796095"
"2023-12-29 09:36:35","COMMISSION","-0.14934500","USDT","BTCUSDT","900304420796096"
"2023-12-29 09:36:35","COMMISSION","-0.23468500","USDT","BTCUSDT","900304420796094"
"2023-12-29 09:36:35","COMMISSION","-1.68546500","USDT","BTCUSDT","900304420796097"
"2023-12-29 09:36:35","COMMISSION","-0.06400500","USDT","BTCUSDT","900304420796098"
"2023-12-29 11:18:02","COMMISSION","-4.29106000","USDT","BTCUSDT","900314420965481"
"2023-12-29 11:18:02","REALIZED_PNL","-48.12000000","USDT","BTCUSDT","900314420965481"
"2023-12-29 11:19:47","COMMISSION","-1.84384000","USDT","BTCUSDT","900314420973536"
"2023-12-29 11:34:28","COMMISSION","-1.02890640","USDT","BTCUSDT","900304421009446"
"2023-12-29 11:34:28","REALIZED_PNL","-0.33820000","USDT","BTCUSDT","900304421009445"
"2023-12-29 11:34:28","COMMISSION","-0.81455090","USDT","BTCUSDT","900304421009445"
"2023-12-29 11:34:28","REALIZED_PNL","-0.42720000","USDT","BTCUSDT","900304421009446"
"2023-12-29 11:35:10","COMMISSION","-3.66552180","USDT","BTCUSDT","900304421010159"
"2023-12-29 16:00:00","FUNDING_FEE","3.40548412","USDT","BTCUSDT","7931462421602104300"
"2023-12-30 00:00:00","FUNDING_FEE","2.37780191","USDT","BTCUSDT","7932670380566901380"
"2023-12-30 00:19:49","COMMISSION","-3.60462015","USDT","BTCUSDT","900314423067868"
"2023-12-30 00:19:49","REALIZED_PNL","121.80330000","USDT","BTCUSDT","900314423067868"
"2023-12-30 00:23:57","COMMISSION","-4.85050450","USDT","BTCUSDT","900314423071932"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114860"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114862"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114865"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114860"
"2023-12-30 01:06:02","REALIZED_PNL","-1.42800000","USDT","BTCUSDT","900304423114868"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114863"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114864"
"2023-12-30 01:06:02","COMMISSION","-0.16847520","USDT","BTCUSDT","900304423114866"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114865"
"2023-12-30 01:06:02","COMMISSION","-0.08423760","USDT","BTCUSDT","900304423114859"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114864"
"2023-12-30 01:06:02","REALIZED_PNL","-9.04400000","USDT","BTCUSDT","900304423114867"
"2023-12-30 01:06:02","REALIZED_PNL","-0.23800000","USDT","BTCUSDT","900304423114859"
"2023-12-30 01:06:02","COMMISSION","-0.50542560","USDT","BTCUSDT","900304423114868"
"2023-12-30 01:06:02","REALIZED_PNL","-0.47600000","USDT","BTCUSDT","900304423114866"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114862"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114861"
"2023-12-30 01:06:02","REALIZED_PNL","-0.41650000","USDT","BTCUSDT","900304423114863"
"2023-12-30 01:06:02","COMMISSION","-0.14741580","USDT","BTCUSDT","900304423114861"
"2023-12-30 01:06:02","COMMISSION","-3.20102880","USDT","BTCUSDT","900304423114867"
"2023-12-30 01:06:12","COMMISSION","-3.57979200","USDT","BTCUSDT","900304423115044"
"2023-12-30 01:06:12","COMMISSION","-1.05288000","USDT","BTCUSDT","900304423115045"
"2023-12-30 08:00:00","FUNDING_FEE","4.02486500","USDT","BTCUSDT","7933878340831929560"
"2023-12-30 09:30:08","COMMISSION","-2.41280580","USDT","BTCUSDT","900314423678346"
"2023-12-30 09:30:08","REALIZED_PNL","59.75160000","USDT","BTCUSDT","900314423678346"
"2023-12-30 09:30:08","REALIZED_PNL","53.57040000","USDT","BTCUSDT","900314423678347"
"2023-12-30 09:30:08","COMMISSION","-2.16320520","USDT","BTCUSDT","900314423678347"
"2023-12-30 12:29:19","COMMISSION","-2.28182000","USDT","BTCUSDT","900304423928476"
"2023-12-30 16:00:00","FUNDING_FEE","4.34926370","USDT","BTCUSDT","7935086300258104720"
"2023-12-31 00:00:00","FUNDING_FEE","3.18355270","USDT","BTCUSDT","7936294259306783140"
"2023-12-31 02:47:08","COMMISSION","-0.06307515","USDT","BTCUSDT","900314425145599"
"2023-12-31 02:47:08","REALIZED_PNL","1.19520000","USDT","BTCUSDT","900314425145600"
"2023-12-31 02:47:08","COMMISSION","-0.50460240","USDT","BTCUSDT","900314425145600"
"2023-12-31 02:47:08","REALIZED_PNL","0.14970000","USDT","BTCUSDT","900314425145599"
"2023-12-31 02:47:08","COMMISSION","-5.00394999","USDT","BTCUSDT","900314425145597"
"2023-12-31 02:47:08","REALIZED_PNL","11.90000000","USDT","BTCUSDT","900314425145597"
"2023-12-31 02:47:08","REALIZED_PNL","0.29940000","USDT","BTCUSDT","900314425145598"
"2023-12-31 02:47:08","COMMISSION","-0.12615030","USDT","BTCUSDT","900314425145598"
"2023-12-31 07:36:44","COMMISSION","-5.84018670","USDT","BTCUSDT","900304425461213"
"2023-12-31 08:00:00","FUNDING_FEE","4.03208857","USDT","BTCUSDT","7937502219907361230"
"2023-12-31 16:00:00","FUNDING_FEE","3.91142247","USDT","BTCUSDT","7938710179123815600"
"2023-12-31 22:51:57","COMMISSION","-5.79482600","USDT","BTCUSDT","900314426619366"
"2023-12-31 22:51:57","REALIZED_PNL","90.72140000","USDT","BTCUSDT","900314426619366"
"2024-01-01 00:04:12","COMMISSION","-2.67263640","USDT","BTCUSDT","900314426797880"
"2024-01-01 00:14:55","REALIZED_PNL","34.52400000","USDT","BTCUSDT","900304426818773"
"2024-01-01 00:14:55","COMMISSION","-6.69885300","USDT","BTCUSDT","900304426818773"
"2024-01-01 03:06:52","COMMISSION","-3.89873265","USDT","BTCUSDT","900304427021466"
"2024-01-01 03:06:52","COMMISSION","-3.06785520","USDT","BTCUSDT","900304427021465"
"2024-01-01 04:15:52","COMMISSION","-6.91562490","USDT","BTCUSDT","900314427117935"
"2024-01-01 04:15:52","REALIZED_PNL","101.92590000","USDT","BTCUSDT","900314427117935"
"2024-01-01 11:23:38","COMMISSION","-3.13354142","USDT","BTCUSDT","900304427532253"
"2024-01-01 16:00:00","FUNDING_FEE","5.27930369","USDT","BTCUSDT","7942334058325076810"
"2024-01-01 18:07:29","COMMISSION","-1.01128255","USDT","BTCUSDT","900314428006505"
"2024-01-01 18:07:29","REALIZED_PNL","-89.57780000","USDT","BTCUSDT","900314428006500"
"2024-01-01 18:07:29","REALIZED_PNL","-1.02600000","USDT","BTCUSDT","900314428006504"
"2024-01-01 18:07:29","REALIZED_PNL","-1.02600000","USDT","BTCUSDT","900314428006501"
"2024-01-01 18:07:29","COMMISSION","-5.63734920","USDT","BTCUSDT","900314428006500"
"2024-01-01 18:07:29","REALIZED_PNL","-3.07800000","USDT","BTCUSDT","900314428006506"
"2024-01-01 18:07:29","REALIZED_PNL","-16.07400000","USDT","BTCUSDT","900314428006505"
"2024-01-01 18:07:29","REALIZED_PNL","-13.68000000","USDT","BTCUSDT","900314428006503"
"2024-01-01 18:07:29","COMMISSION","-0.06454994","USDT","BTCUSDT","900314428006501"
"2024-01-01 18:07:29","COMMISSION","-0.06454994","USDT","BTCUSDT","900314428006502"
"2024-01-01 18:07:29","COMMISSION","-0.86066600","USDT","BTCUSDT","900314428006503"
"2024-01-01 18:07:29","REALIZED_PNL","-1.02600000","USDT","BTCUSDT","900314428006502"
"2024-01-01 18:07:29","COMMISSION","-0.06454994","USDT","BTCUSDT","900314428006504"
"2024-01-01 18:07:29","COMMISSION","-0.19364985","USDT","BTCUSDT","900314428006506"
"2024-01-02 08:28:37","COMMISSION","-2.60900400","USDT","BTCUSDT","900314430872169"
"2024-01-02 09:05:04","COMMISSION","-6.54217500","USDT","BTCUSDT","900304430997638"
"2024-01-02 09:05:04","REALIZED_PNL","39.33000000","USDT","BTCUSDT","900304430997638"
"2024-01-02 09:43:25","COMMISSION","-2.73286000","USDT","BTCUSDT","900314431103855"
"2024-01-02 11:44:15","REALIZED_PNL","-1.28070000","USDT","BTCUSDT","900304431412179"
"2024-01-02 11:44:15","COMMISSION","-1.83356055","USDT","BTCUSDT","900304431412181"
"2024-01-02 11:44:15","REALIZED_PNL","-8.53800000","USDT","BTCUSDT","900304431412180"
"2024-01-02 11:44:15","REALIZED_PNL","-52.91080000","USDT","BTCUSDT","900304431412176"
"2024-01-02 11:44:15","REALIZED_PNL","-34.57890000","USDT","BTCUSDT","900304431412181"
"2024-01-02 11:44:15","COMMISSION","-0.06790980","USDT","BTCUSDT","900304431412177"
"2024-01-02 11:44:15","REALIZED_PNL","-29.02240000","USDT","BTCUSDT","900304431412178"
"2024-01-02 11:44:15","COMMISSION","-1.53928880","USDT","BTCUSDT","900304431412178"
"2024-01-02 11:44:15","COMMISSION","-2.80694460","USDT","BTCUSDT","900304431412176"
"2024-01-02 11:44:15","COMMISSION","-0.06790965","USDT","BTCUSDT","900304431412179"
"2024-01-02 11:44:15","REALIZED_PNL","-1.28040000","USDT","BTCUSDT","900304431412177"
"2024-01-02 11:44:15","COMMISSION","-0.45273100","USDT","BTCUSDT","900304431412180"
"2024-01-02 11:45:19","COMMISSION","-0.50774640","USDT","BTCUSDT","900314431420705"
"2024-01-02 11:45:19","COMMISSION","-1.64110890","USDT","BTCUSDT","900314431420707"
"2024-01-02 11:45:19","COMMISSION","-0.02720070","USDT","BTCUSDT","900314431420706"
"2024-01-02 15:17:57","COMMISSION","-5.39400000","USDT","BTCUSDT","900304432215692"
"2024-01-02 15:17:57","REALIZED_PNL","-92.28000000","USDT","BTCUSDT","900304432215692"
"2024-01-03 08:47:31","COMMISSION","-0.03608000","USDT","BTCUSDT","900314434320643"
"2024-01-03 08:47:31","COMMISSION","-0.02706000","USDT","BTCUSDT","900314434320642"
"2024-01-03 08:47:31","COMMISSION","-1.22672000","USDT","BTCUSDT","900314434320641"
"2024-01-03 08:47:31","COMMISSION","-0.49610000","USDT","BTCUSDT","900314434320644"
"2024-01-03 09:10:33","COMMISSION","-4.48558110","USDT","BTCUSDT","900304434360770"
"2024-01-03 09:10:33","REALIZED_PNL","41.36220000","USDT","BTCUSDT","900304434360770"
"2024-01-04 08:45:55","COMMISSION","-4.81518000","USDT","BTCUSDT","900314439936549"
"2024-01-04 09:18:22","COMMISSION","-4.83366375","USDT","BTCUSDT","900304439981988"
"2024-01-04 09:18:22","REALIZED_PNL","36.96750000","USDT","BTCUSDT","900304439981988"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632230"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632231"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632227"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632253"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632238"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632254"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632257"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632235"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632250"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632259"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632247"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632248"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632255"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632260"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632241"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632244"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632236"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632262"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632267"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632226"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632245"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632251"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632233"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632237"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632234"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632252"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632229"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632242"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632228"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632243"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632256"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632266"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632263"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632249"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632240"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632239"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632264"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632261"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632265"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632268"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632232"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632258"
"2024-01-05 10:20:31","COMMISSION","-0.02640000","USDT","BTCUSDT","900314444632246"
"2024-01-05 10:20:32","COMMISSION","-0.07920000","USDT","BTCUSDT","900314444632269"
"2024-01-05 10:20:32","COMMISSION","-0.81840000","USDT","BTCUSDT","900314444632270"
"2024-01-05 10:58:32","REALIZED_PNL","-42.44680000","USDT","BTCUSDT","900304444748605"
"2024-01-05 10:58:32","REALIZED_PNL","-16.48760000","USDT","BTCUSDT","900304444748604"
"2024-01-05 10:58:32","COMMISSION","-1.02575620","USDT","BTCUSDT","900304444748604"
"2024-01-05 10:58:32","REALIZED_PNL","-22.10040000","USDT","BTCUSDT","900304444748603"
"2024-01-05 10:58:32","COMMISSION","-2.64077660","USDT","BTCUSDT","900304444748605"
"2024-01-05 10:58:32","COMMISSION","-1.37494980","USDT","BTCUSDT","900304444748603"
"2024-01-05 13:16:23","COMMISSION","-4.17720700","USDT","BTCUSDT","900304445130608"
"2024-01-05 14:42:51","REALIZED_PNL","108.41400000","USDT","BTCUSDT","900314445456123"
"2024-01-05 14:42:51","COMMISSION","-4.12300000","USDT","BTCUSDT","900314445456123"
"2024-01-05 22:59:29","COMMISSION","-5.14269990","USDT","BTCUSDT","900304446989315"
"2024-01-06 00:00:00","FUNDING_FEE","1.03295298","USDT","BTCUSDT","7958037535143490160"
"2024-01-06 06:55:01","COMMISSION","-5.08978080","USDT","BTCUSDT","900314447744414"
"2024-01-06 06:55:01","REALIZED_PNL","105.83820000","USDT","BTCUSDT","900314447744414"
"2024-01-07 01:51:13","COMMISSION","-6.16574000","USDT","BTCUSDT","900304449261438"
